"112","263","98","2019-09-30 21:21:28"

"113","263","120","2019-09-30 21:21:46"

"114","263","229","2019-09-30 21:21:51"

"115","235","28","2019-09-30 21:21:56"

"116","235","49","2019-09-30 21:22:40"

"117","235","216","2019-09-30 21:25:54"

"118","265","8","2019-09-30 21:53:54"

"119","265","38","2019-09-30 21:54:34"

"120","265","216","2019-09-30 21:58:38"

"121","266","71","2019-09-30 22:14:19"

"122","266","88","2019-09-30 22:14:48"

"123","266","28","2019-09-30 22:15:41"

"124","266","49","2019-09-30 22:19:31"

"125","270","66","2019-09-30 22:48:25"

"126","274","60","2019-10-01 00:14:26"

"127","274","72","2019-10-01 00:14:29"

"128","273","98","2019-10-01 00:18:45"

"129","275","7","2019-10-01 06:33:08"

"130","275","19","2019-10-01 06:33:24"

"131","275","18","2019-10-01 06:33:26"

"132","275","26","2019-10-01 06:33:36"

"133","275","30","2019-10-01 06:33:42"

"134","275","33","2019-10-01 06:33:50"

"135","275","36","2019-10-01 06:33:54"

"136","275","42","2019-10-01 06:34:07"

"137","275","65","2019-10-01 06:34:26"

"138","275","69","2019-10-01 06:34:35"

"139","275","217","2019-10-01 06:35:33"

"140","275","230","2019-10-01 06:35:44"

"141","275","30","2019-10-01 06:40:57"

"142","275","7","2019-10-01 06:41:12"

"143","275","19","2019-10-01 06:41:24"

"144","275","26","2019-10-01 06:42:07"

"145","275","36","2019-10-01 06:42:30"

"146","275","42","2019-10-01 06:42:47"

"147","275","217","2019-10-01 06:46:56"

"148","211","28","2019-10-01 08:41:18"

"149","211","66","2019-10-01 08:42:49"

"150","211","88","2019-10-01 08:43:16"

"151","218","93","2019-10-01 08:43:20"

"152","211","95","2019-10-01 08:43:22"

"153","211","98","2019-10-01 08:43:27"

"154","211","101","2019-10-01 08:43:32"

"155","277","63","2019-10-01 08:51:41"

"156","277","25","2019-10-01 08:51:56"

"157","277","28","2019-10-01 08:53:59"

"158","211","28","2019-10-01 08:54:56"

"159","277","69","2019-10-01 08:55:03"

"160","277","88","2019-10-01 08:55:13"

"161","277","228","2019-10-01 08:55:19"

"162","211","66","2019-10-01 08:55:23"

"163","211","88","2019-10-01 08:55:41"

"164","211","95","2019-10-01 08:55:48"

"165","211","98","2019-10-01 08:55:53"

"166","211","28","2019-10-01 09:09:13"

"167","211","66","2019-10-01 09:09:48"

"168","211","88","2019-10-01 09:10:08"

"169","211","95","2019-10-01 09:10:16"

"170","211","98","2019-10-01 09:10:21"

"171","211","101","2019-10-01 09:10:24"

"172","279","49","2019-10-01 09:57:53"

"173","227","12","2019-10-01 10:01:08"

"174","227","16","2019-10-01 10:01:13"

"175","279","44","2019-10-01 10:01:52"

"176","279","49","2019-10-01 10:03:25"

"177","280","104","2019-10-01 10:09:19"

"178","227","29","2019-10-01 10:09:58"

"179","227","38","2019-10-01 10:12:28"

"180","227","16","2019-10-01 10:14:02"

"181","281","44","2019-10-01 10:38:29"

"182","284","44","2019-10-01 11:18:31"

"183","284","49","2019-10-01 11:18:49"

"184","284","98","2019-10-01 11:21:53"

"185","286","44","2019-10-01 12:04:36"

"186","270","66","2019-10-01 12:11:38"

"187","288","7","2019-10-01 13:05:29"

"188","288","19","2019-10-01 13:05:42"

"189","288","26","2019-10-01 13:05:44"

"190","288","42","2019-10-01 13:05:58"

"191","288","230","2019-10-01 13:06:01"

"192","291","104","2019-10-01 13:24:51"

"193","236","7","2019-10-01 13:47:46"

"194","236","8","2019-10-01 13:47:47"

"195","236","104","2019-10-01 13:50:33"

"196","292","17","2019-10-01 14:08:24"

"197","202","25","2019-10-01 14:31:03"

"198","296","28","2019-10-01 15:18:19"

"199","296","49","2019-10-01 15:19:09"

"200","296","61","2019-10-01 15:19:36"

"201","296","65","2019-10-01 15:19:43"

"202","296","69","2019-10-01 15:19:51"

"203","296","88","2019-10-01 15:20:27"

"204","296","98","2019-10-01 15:20:50"

"205","296","120","2019-10-01 15:21:41"

"206","298","44","2019-10-01 15:28:15"

"207","217","28","2019-10-01 15:46:16"

"208","299","60","2019-10-01 15:47:05"

"209","299","63","2019-10-01 15:47:45"

"210","299","69","2019-10-01 15:47:57"

"211","299","71","2019-10-01 15:48:02"

"212","299","87","2019-10-01 15:48:22"

"213","299","131","2019-10-01 16:02:46"

"214","192","8","2019-10-01 16:10:20"

"215","300","6","2019-10-01 16:12:34"

"216","192","114","2019-10-01 16:13:50"

"217","192","229","2019-10-01 16:14:03"

"218","79","104","2019-10-01 17:10:55"

"219","304","28","2019-10-01 18:08:58"

"220","304","57","2019-10-01 18:10:51"

"221","304","58","2019-10-01 18:11:11"

"222","304","87","2019-10-01 18:12:06"

"223","304","106","2019-10-01 18:14:17"

"224","306","6","2019-10-01 19:21:38"

"225","306","60","2019-10-01 19:21:57"

"226","306","98","2019-10-01 19:22:42"

"227","306","72","2019-10-01 19:22:56"

"228","307","108","2019-10-01 19:27:16"

"229","308","7","2019-10-01 19:27:47"

"230","309","7","2019-10-01 19:28:29"

"231","308","7","2019-10-01 19:28:34"

"232","308","230","2019-10-01 19:29:06"

"233","308","11","2019-10-01 19:36:30"

"234","311","101","2019-10-01 19:36:58"

"235","313","18","2019-10-01 19:57:56"

"236","308","155","2019-10-01 19:58:51"

"237","315","17","2019-10-01 20:03:11"

"238","317","41","2019-10-01 20:35:26"

"239","317","26","2019-10-01 20:36:51"

"240","318","101","2019-10-01 20:39:01"

"241","318","28","2019-10-01 20:39:31"

"242","318","63","2019-10-01 20:40:13"

"243","218","49","2019-10-01 20:46:37"

"244","218","57","2019-10-01 20:46:59"

"245","218","120","2019-10-01 20:47:19"

"246","218","101","2019-10-01 20:50:01"

"247","218","46","2019-10-01 20:50:56"

"248","189","227","2019-10-01 21:09:17"

"249","189","19","2019-10-01 21:10:34"

"250","189","18","2019-10-01 21:10:52"

"251","189","43","2019-10-01 21:11:14"

"252","189","36","2019-10-01 21:11:41"

"253","189","7","2019-10-01 21:12:06"

"254","189","30","2019-10-01 21:12:19"

"255","322","98","2019-10-01 21:38:35"

"256","322","28","2019-10-01 21:39:23"

"257","234","44","2019-10-01 22:14:00"

"258","234","25","2019-10-01 22:14:36"

"259","234","28","2019-10-01 22:14:45"

"260","234","88","2019-10-01 22:16:36"

"261","234","90","2019-10-01 22:16:43"

"262","234","114","2019-10-01 22:17:05"

"263","234","120","2019-10-01 22:17:41"

"264","234","138","2019-10-01 22:17:57"

"265","234","291","2019-10-01 22:18:23"

"266","323","101","2019-10-01 22:27:13"

"267","323","66","2019-10-01 22:27:47"

"268","323","98","2019-10-01 22:29:21"

"269","323","49","2019-10-01 22:30:01"

"270","324","27","2019-10-01 22:31:01"

"271","325","98","2019-10-01 22:45:44"

"272","202","25","2019-10-01 23:08:40"

"273","202","60","2019-10-01 23:09:14"

"274","202","69","2019-10-01 23:09:28"

"275","202","95","2019-10-01 23:09:58"

"276","285","41","2019-10-02 00:05:06"

"277","328","14","2019-10-02 00:09:50"

"278","328","42","2019-10-02 00:11:07"

"279","328","27","2019-10-02 00:12:03"

"280","293","36","2019-10-02 09:18:36"

"281","293","14","2019-10-02 09:23:57"

"282","293","19","2019-10-02 09:24:21"

"283","330","65","2019-10-02 09:50:31"

"284","293","44","2019-10-02 10:00:40"

"285","293","25","2019-10-02 10:01:29"

"286","293","326","2019-10-02 10:01:33"

"287","333","283","2019-10-02 11:55:10"

"288","323","131","2019-10-02 12:30:34"

"289","323","53","2019-10-02 12:30:59"

"290","323","101","2019-10-02 12:31:42"

"291","323","98","2019-10-02 12:32:09"

"292","323","66","2019-10-02 12:32:26"

"293","323","49","2019-10-02 12:33:20"

"294","285","71","2019-10-02 12:38:37"

"295","285","87","2019-10-02 12:48:40"

"296","335","78","2019-10-02 13:06:51"

"297","336","49","2019-10-02 13:56:41"

"298","341","87","2019-10-02 15:12:50"

"299","341","109","2019-10-02 15:13:07"

"300","341","28","2019-10-02 15:13:54"

"301","345","78","2019-10-02 16:11:30"

"302","346","69","2019-10-02 16:16:38"

"303","346","69","2019-10-02 16:16:49"

"304","346","88","2019-10-02 16:17:17"

"305","346","88","2019-10-02 16:17:20"

"306","346","99","2019-10-02 16:18:08"

"307","346","98","2019-10-02 16:18:36"

"308","346","359","2019-10-02 16:19:26"

"309","346","101","2019-10-02 16:19:45"

"310","346","138","2019-10-02 16:20:09"

"311","346","44","2019-10-02 16:20:39"

"312","346","65","2019-10-02 16:20:55"

"313","348","7","2019-10-02 16:23:19"

"314","348","36","2019-10-02 16:25:54"

"315","348","18","2019-10-02 16:28:21"

"316","349","69","2019-10-02 16:28:28"

"317","349","88","2019-10-02 16:28:45"

"318","348","98","2019-10-02 16:29:33"

"319","348","230","2019-10-02 16:29:56"

"320","348","322","2019-10-02 16:33:27"

"321","350","6","2019-10-02 17:06:11"

"322","350","98","2019-10-02 17:06:22"

"323","350","63","2019-10-02 17:06:36"

"324","350","49","2019-10-02 17:07:12"

"325","250","7","2019-10-02 17:16:10"

"326","351","33","2019-10-02 17:18:28"

"327","344","49","2019-10-02 17:49:45"

"328","344","63","2019-10-02 17:50:18"

"329","344","69","2019-10-02 17:50:33"

"330","344","71","2019-10-02 17:50:45"

"331","344","90","2019-10-02 17:51:29"

"332","344","98","2019-10-02 17:51:45"

"333","352","44","2019-10-02 17:52:09"

"334","344","131","2019-10-02 17:57:16"

"335","344","363","2019-10-02 18:01:31"

"336","354","30","2019-10-02 18:13:16"

"337","355","104","2019-10-02 18:18:10"

"338","357","8","2019-10-02 18:24:24"

"339","357","38","2019-10-02 18:25:08"

"340","358","66","2019-10-02 18:40:23"

"341","358","46","2019-10-02 18:42:16"

"342","358","49","2019-10-02 18:42:20"

"343","358","58","2019-10-02 18:42:56"

"344","358","60","2019-10-02 18:43:00"

"345","358","61","2019-10-02 18:43:08"

"346","358","66","2019-10-02 18:43:38"

"347","358","101","2019-10-02 18:44:10"

"348","358","131","2019-10-02 18:45:47"

"349","358","98","2019-10-02 18:46:12"

"350","358","61","2019-10-02 18:46:18"

"351","358","292","2019-10-02 18:46:52"

"352","359","8","2019-10-02 18:47:16"

"353","358","53","2019-10-02 18:47:39"

"354","360","11","2019-10-02 19:12:36"

"355","293","19","2019-10-02 19:49:56"

"356","293","7","2019-10-02 19:51:11"

"357","293","14","2019-10-02 19:51:17"

"358","364","38","2019-10-02 19:52:45"

"359","293","44","2019-10-02 19:52:54"

"360","293","25","2019-10-02 19:53:24"

"361","293","28","2019-10-02 19:53:28"

"362","293","326","2019-10-02 19:53:38"

"363","293","36","2019-10-02 20:06:55"

"364","365","88","2019-10-02 20:07:43"

"365","365","69","2019-10-02 20:08:06"

"366","365","98","2019-10-02 20:08:38"

"367","366","42","2019-10-02 20:08:55"

"368","366","42","2019-10-02 20:09:23"

"369","365","63","2019-10-02 20:09:26"

"370","365","49","2019-10-02 20:09:48"

"371","366","30","2019-10-02 20:11:14"

"372","371","108","2019-10-02 20:38:06"

"373","372","52","2019-10-02 20:38:28"

"374","373","104","2019-10-02 20:41:21"

"375","373","104","2019-10-02 20:44:13"

"376","373","38","2019-10-02 20:45:17"

"377","373","247","2019-10-02 20:46:04"

"378","373","280","2019-10-02 20:47:40"

"379","373","227","2019-10-02 20:49:25"

"380","373","283","2019-10-02 20:50:06"

"381","373","333","2019-10-02 20:53:31"

"382","374","44","2019-10-02 20:54:33"

"383","374","66","2019-10-02 20:54:37"

"384","374","25","2019-10-02 20:54:54"

"385","373","88","2019-10-02 20:54:54"

"386","374","28","2019-10-02 20:54:58"

"387","374","46","2019-10-02 20:55:20"

"388","374","58","2019-10-02 20:55:39"

"389","373","82","2019-10-02 20:56:02"

"390","374","76","2019-10-02 20:56:08"

"391","374","87","2019-10-02 20:56:18"

"392","374","88","2019-10-02 20:56:20"

"393","374","90","2019-10-02 20:56:24"

"394","374","98","2019-10-02 20:56:35"

"395","374","99","2019-10-02 20:56:41"

"396","374","101","2019-10-02 20:56:44"

"397","374","114","2019-10-02 20:56:58"

"398","373","326","2019-10-02 20:57:05"

"399","374","131","2019-10-02 20:57:15"

"400","374","228","2019-10-02 20:57:50"

"401","374","326","2019-10-02 20:58:24"

"402","374","333","2019-10-02 20:58:35"

"403","374","359","2019-10-02 20:58:52"

"404","374","49","2019-10-02 21:00:39"

"405","374","216","2019-10-02 21:01:36"

"406","321","244","2019-10-02 21:02:27"

"407","321","283","2019-10-02 21:09:34"

"408","377","11","2019-10-02 21:12:02"

"409","376","8","2019-10-02 21:12:30"

"410","376","29","2019-10-02 21:13:20"

"411","376","65","2019-10-02 21:14:24"

"412","376","227","2019-10-02 21:16:51"

"413","376","289","2019-10-02 21:18:09"

"414","321","277","2019-10-02 21:21:52"

"415","373","28","2019-10-02 21:22:39"

"416","373","285","2019-10-02 21:23:32"

"417","376","8","2019-10-02 21:24:19"

"418","376","8","2019-10-02 21:24:52"

"419","376","29","2019-10-02 21:27:14"

"420","376","65","2019-10-02 21:27:34"

"421","376","227","2019-10-02 21:28:04"

"422","321","155","2019-10-02 21:36:23"

"423","382","69","2019-10-02 22:17:26"

"424","382","101","2019-10-02 22:19:06"

"425","381","98","2019-10-02 22:19:11"

"426","382","104","2019-10-02 22:21:57"

"427","382","88","2019-10-02 22:22:06"

"428","381","78","2019-10-02 22:23:05"

"429","382","65","2019-10-02 22:26:29"

"430","382","104","2019-10-02 22:26:46"

"431","382","88","2019-10-02 22:27:07"

"432","382","326","2019-10-02 22:27:45"

"433","382","69","2019-10-02 22:28:05"

"434","381","120","2019-10-02 22:28:30"

"435","382","292","2019-10-02 22:29:12"

"436","382","71","2019-10-02 22:35:42"

"437","382","322","2019-10-02 22:37:18"

"438","383","42","2019-10-02 22:37:36"

"439","382","360","2019-10-02 22:39:17"

"440","217","28","2019-10-02 22:51:50"

"441","384","52","2019-10-02 23:23:18"

"442","384","227","2019-10-02 23:26:27"

"443","384","244","2019-10-02 23:26:29"

"444","384","283","2019-10-02 23:26:38"

"445","384","297","2019-10-02 23:27:52"

"446","384","59","2019-10-02 23:29:34"

"447","384","229","2019-10-02 23:30:22"

"448","88","49","2019-10-03 00:25:59"

"449","88","69","2019-10-03 00:27:21"

"450","88","66","2019-10-03 00:32:51"

"451","88","49","2019-10-03 00:33:50"

"452","387","44","2019-10-03 03:29:05"

"453","387","6","2019-10-03 03:30:02"

"454","387","11","2019-10-03 03:30:20"

"455","387","52","2019-10-03 03:31:19"

"456","387","98","2019-10-03 03:32:32"

"457","387","101","2019-10-03 03:32:40"

"458","387","114","2019-10-03 03:33:01"

"459","387","244","2019-10-03 03:35:34"

"460","387","283","2019-10-03 03:35:45"

"461","387","337","2019-10-03 03:36:33"

"462","387","26","2019-10-03 03:38:28"

"463","387","37","2019-10-03 03:38:43"

"464","387","42","2019-10-03 03:38:52"

"465","284","98","2019-10-03 06:52:35"

"466","284","44","2019-10-03 06:52:53"

"467","284","49","2019-10-03 06:53:12"

"468","388","88","2019-10-03 06:56:05"

"469","284","228","2019-10-03 06:57:23"

"470","388","101","2019-10-03 06:58:58"

"471","388","99","2019-10-03 07:02:52"

"472","388","65","2019-10-03 07:06:24"

"473","388","63","2019-10-03 07:07:06"

"474","388","49","2019-10-03 07:07:29"

"475","388","58","2019-10-03 07:07:35"

"476","388","69","2019-10-03 07:08:08"

"477","388","71","2019-10-03 07:08:14"

"478","389","98","2019-10-03 07:22:14"

"479","390","20","2019-10-03 07:23:06"

"480","389","28","2019-10-03 07:27:46"

"481","389","49","2019-10-03 07:30:11"

"482","389","63","2019-10-03 07:31:10"

"483","282","63","2019-10-03 08:29:25"

"484","391","44","2019-10-03 08:34:50"

"485","391","69","2019-10-03 08:36:18"

"486","391","88","2019-10-03 08:37:27"

"487","310","230","2019-10-03 08:39:43"

"488","392","25","2019-10-03 09:08:29"

"489","392","28","2019-10-03 09:08:36"

"490","392","44","2019-10-03 09:08:52"

"491","394","7","2019-10-03 10:07:30"

"492","394","18","2019-10-03 10:08:38"

"493","394","26","2019-10-03 10:09:24"

"494","394","28","2019-10-03 10:09:35"

"495","394","42","2019-10-03 10:09:58"

"496","394","63","2019-10-03 10:10:25"

"497","394","71","2019-10-03 10:12:14"

"498","394","65","2019-10-03 10:23:00"

"499","394","353","2019-10-03 10:24:42"

"500","383","36","2019-10-03 11:14:13"

"501","383","42","2019-10-03 11:15:13"

"502","383","309","2019-10-03 11:17:07"

"503","383","223","2019-10-03 11:18:28"

"504","383","41","2019-10-03 11:19:42"

"505","397","244","2019-10-03 11:45:01"

"506","386","58","2019-10-03 11:48:01"

"507","399","63","2019-10-03 11:55:08"

"508","399","88","2019-10-03 12:05:30"

"509","399","69","2019-10-03 12:07:21"

"510","399","88","2019-10-03 12:07:48"

"511","399","63","2019-10-03 12:09:11"

"512","401","7","2019-10-03 12:27:01"

"513","401","26","2019-10-03 12:28:21"

"514","401","30","2019-10-03 12:30:01"

"515","404","44","2019-10-03 12:47:21"

"516","404","28","2019-10-03 12:47:55"

"517","404","98","2019-10-03 12:48:46"

"518","293","223","2019-10-03 12:50:46"

"519","293","7","2019-10-03 12:51:42"

"520","293","42","2019-10-03 12:51:59"

"521","404","49","2019-10-03 12:54:17"

"522","404","63","2019-10-03 12:54:37"

"523","404","87","2019-10-03 12:55:00"

"524","404","101","2019-10-03 12:55:17"

"525","80","104","2019-10-03 13:15:50"

"526","407","139","2019-10-03 14:36:33"

"527","408","88","2019-10-03 14:51:25"

"528","410","7","2019-10-03 15:12:41"

"529","411","6","2019-10-03 15:26:49"

"530","412","65","2019-10-03 15:36:32"

"531","412","351","2019-10-03 15:37:57"

"532","412","11","2019-10-03 15:38:53"

"533","411","337","2019-10-03 15:44:57"

"534","411","244","2019-10-03 15:48:14"

"535","411","270","2019-10-03 15:48:54"

"536","411","283","2019-10-03 15:48:58"

"537","411","334","2019-10-03 15:57:28"

"538","376","247","2019-10-03 16:12:05"

"539","413","44","2019-10-03 16:24:12"

"540","414","18","2019-10-03 16:40:50"

"541","208","247","2019-10-03 18:17:11"

"542","208","217","2019-10-03 18:20:02"

"543","208","120","2019-10-03 18:20:17"

"544","208","337","2019-10-03 18:20:30"

"545","208","120","2019-10-03 19:04:42"

"546","208","217","2019-10-03 19:04:51"

"547","208","337","2019-10-03 19:06:00"

"548","208","339","2019-10-03 19:06:15"

"549","208","71","2019-10-03 19:07:27"

"550","374","25","2019-10-03 20:14:44"

"551","374","28","2019-10-03 20:14:49"

"552","374","44","2019-10-03 20:15:07"

"553","374","49","2019-10-03 20:15:14"

"554","374","58","2019-10-03 20:15:25"

"555","374","66","2019-10-03 20:15:40"

"556","80","78","2019-10-03 20:15:48"

"557","374","76","2019-10-03 20:15:50"

"558","374","87","2019-10-03 20:16:04"

"559","374","88","2019-10-03 20:16:05"

"560","374","90","2019-10-03 20:16:08"

"561","374","98","2019-10-03 20:16:21"

"562","374","99","2019-10-03 20:16:23"

"563","374","101","2019-10-03 20:16:26"

"564","374","114","2019-10-03 20:16:38"

"565","374","131","2019-10-03 20:16:57"

"566","374","228","2019-10-03 20:17:20"

"567","374","326","2019-10-03 20:17:49"

"568","374","359","2019-10-03 20:18:03"

"569","374","399","2019-10-03 20:18:32"

"570","420","27","2019-10-03 20:20:33"

"571","420","49","2019-10-03 20:34:24"

"572","421","49","2019-10-03 20:45:06"

"573","421","53","2019-10-03 20:45:10"

"574","421","49","2019-10-03 20:45:46"

"575","422","69","2019-10-03 20:53:18"

"576","422","88","2019-10-03 20:55:18"

"577","422","98","2019-10-03 20:57:54"

"578","422","6","2019-10-03 20:58:37"

"579","422","95","2019-10-03 20:59:11"

"580","422","28","2019-10-03 21:09:15"

"581","422","229","2019-10-03 21:11:31"

"582","422","87","2019-10-03 21:14:04"

"583","424","6","2019-10-03 21:19:59"

"584","424","120","2019-10-03 21:21:00"

"585","424","6","2019-10-03 21:23:23"

"586","426","44","2019-10-03 21:29:26"

"587","429","139","2019-10-03 22:14:53"

"588","429","63","2019-10-03 22:21:35"

"589","429","88","2019-10-03 22:25:06"

"590","430","66","2019-10-03 22:30:10"

"591","430","65","2019-10-03 22:31:18"

"592","430","88","2019-10-03 22:32:01"

"593","430","95","2019-10-03 22:32:17"

"594","430","131","2019-10-03 22:33:06"

"595","430","140","2019-10-03 22:33:27"

"596","242","7","2019-10-03 22:38:47"

"597","242","49","2019-10-03 22:40:49"

"598","242","65","2019-10-03 22:42:18"

"599","242","103","2019-10-03 22:43:40"

"600","242","153","2019-10-03 22:44:54"

"601","242","54","2019-10-03 22:46:42"
